Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
developer_before_correct,org.apache.cassandra.db,RowMutationSerializer,0,0,3,3,29,6,0,0,-1.0,2,1
developer_before_correct,org.apache.cassandra.db,CounterMutationTest,0,0,1,1,36,1,0,0,-1.0,0,2
developer_before_correct,org.apache.cassandra.db,ColumnIndex,15,2,10,4,82,17,0,0,0.0,3,4
developer_before_correct,org.apache.cassandra.db,Builder,12,0,7,2,64,14,0,0,0.0,0,3
developer_before_correct,org.apache.cassandra.db,RowIndexEntry,8,1,25,19,183,42,1,0,0.24,9,4
developer_before_correct,org.apache.cassandra.db,IndexSerializer,0,0,3,0,5,3,1,0,-1.0,0,1
developer_before_correct,org.apache.cassandra.db,Serializer,2,0,7,7,98,21,0,1,0.0,2,3
developer_before_correct,org.apache.cassandra.db,IndexedEntry,4,0,6,4,37,8,0,1,0.0,0,1
developer_before_correct,org.apache.cassandra.db,ReadVerbHandler,4,0,1,1,43,6,0,0,0.0,0,6
developer_before_correct,org.apache.cassandra.db,ReadContext,2,0,0,0,4,0,0,0,-1.0,0,0
developer_before_correct,org.apache.cassandra.db,SliceFromReadCommand,4,4,5,5,27,5,0,0,0.0,2,3
developer_before_correct,org.apache.cassandra.db,SliceFromReadCommandSerializer,0,0,2,2,19,2,0,0,-1.0,0,1
developer_before_correct,org.apache.cassandra.db,SliceByNamesReadCommand,1,1,5,5,23,5,0,0,0.0,3,3
developer_before_correct,org.apache.cassandra.db,SliceByNamesReadCommandSerializer,0,0,2,2,29,5,0,0,-1.0,0,1
developer_before_correct,org.apache.cassandra.db,TypeSizes,7,2,13,13,59,16,2,0,0.9230769230769231,23,1
developer_before_correct,org.apache.cassandra.db,NativeDBTypeSizes,0,0,4,4,14,4,0,1,-1.0,0,0
developer_before_correct,org.apache.cassandra.db,VIntEncodedTypeSizes,1,0,5,5,33,8,0,1,0.4,0,0
developer_before_correct,org.apache.cassandra.db,SliceFromReadCommand,5,4,8,7,64,15,0,0,0.0,0,2
developer_before_correct,org.apache.cassandra.db,SliceFromReadCommandSerializer,0,0,3,3,36,3,0,0,-1.0,0,3
developer_before_correct,org.apache.cassandra.db,Truncation,3,3,3,3,18,3,0,0,0.6666666666666666,1,0
developer_before_correct,org.apache.cassandra.db,TruncationSerializer,0,0,3,3,14,3,0,0,-1.0,0,1
developer_before_correct,org.apache.cassandra.db,TruncateResponse,4,4,5,5,33,5,0,0,0.6,2,3
developer_before_correct,org.apache.cassandra.db,TruncateResponseSerializer,0,0,3,3,16,3,0,0,-1.0,1,2
developer_before_correct,org.apache.cassandra.db,CounterMutation,4,1,14,13,80,24,0,0,0.2857142857142857,0,3
developer_before_correct,org.apache.cassandra.db,CounterMutationSerializer,0,0,3,3,15,3,0,0,-1.0,0,4
developer_before_correct,org.apache.cassandra.db,RowMutation,7,3,31,30,246,60,0,0,0.1935483870967742,0,7
developer_before_correct,org.apache.cassandra.db,RowMutationSerializer,0,0,4,4,41,7,0,0,-1.0,0,3
developer_before_correct,org.apache.cassandra.db,SliceByNamesReadCommand,1,1,5,5,23,5,0,0,0.0,0,2
developer_before_correct,org.apache.cassandra.db,SliceByNamesReadCommandSerializer,0,0,3,3,47,8,0,0,-1.0,0,3
developer_before_correct,org.apache.cassandra.db,SnapshotCommand,5,5,3,3,19,3,0,0,0.6666666666666666,2,0
developer_before_correct,org.apache.cassandra.db,SnapshotCommandSerializer,0,0,3,3,18,3,0,0,-1.0,0,2
developer_before_correct,org.apache.cassandra.db,SystemTable,10,1,10,8,129,13,0,0,0.2,1,6
developer_before_correct,org.apache.cassandra.db,StorageMetadata,2,0,4,3,17,4,0,0,0.0,1,0
developer_before_correct,com.alibaba.rocketmq.common.protocol.header,SendMessageRequestHeader,11,0,23,23,84,23,0,0,0.5217391304347826,2,0
developer_before_correct,com.alibaba.rocketmq.common.protocol.header,PullMessageRequestHeader,10,0,21,21,77,21,0,0,0.5238095238095238,0,0
developer_before_correct,com.alibaba.rocketmq.common.protocol.header,SendMessageRequestHeaderV2,12,0,27,27,123,27,0,0,0.07407407407407407,1,2
developer_before_correct,eu.stratosphere.api.java.operators,Grouping,4,0,11,8,61,15,0,0,0.5454545454545454,0,0
developer_before_correct,org.apache.coyote.http11,Http11Processor,6,0,12,6,699,129,0,0,0.16666666666666666,0,0
developer_before_correct,org.apache.coyote.http11,Http11NioProcessor,38,0,50,38,1251,216,0,0,0.1,2,6
developer_before_correct,org.apache.coyote.http11,Http11AprProcessor,36,0,48,36,1236,199,0,0,0.10416666666666667,0,3
developer_before_correct,org.apache.coyote.http11,Http11Processor,6,0,13,8,410,77,0,0,0.15384615384615385,0,0
developer_before_correct,org.apache.coyote.http11,Http11NioProcessor,37,0,50,38,1215,208,0,0,0.14,0,5
developer_before_correct,org.apache.coyote.http11,Http11NioProtocol,32,0,94,93,532,117,0,0,0.0425531914893617,2,5
developer_before_correct,org.apache.coyote.http11,Http11ConnectionHandler,6,0,4,3,114,14,0,0,0.0,1,3
developer_before_correct,org.apache.coyote.http11,InternalNioInputBuffer,16,0,23,19,545,105,0,0,0.0,3,3
developer_before_correct,org.apache.coyote.http11,SocketInputBuffer,0,0,1,1,17,3,0,0,-1.0,0,1
